id,SKU,Descripcion,PrecioLista,Precio Distribuidor,idProveedor,Activo,Fotografia,Especificacion,Video,Status,Unidad, Moneda,Categorizacion
 ,FPBI-110-32,FLUX ELEC BAT WC 32 BOTON IZQ CR, ,7673.0,,,http://portal.helvex.com.mx/images/productos/FPBI-110-32.jpg,,,,ST,MXN,
 ,H-100,REG CHF CR, ,1088.0,,,http://portal.helvex.com.mx/images/productos/H-100.jpg,,,,ST,MXN,
 ,H-1000,REG CHORR REGUL C MANIJA CTRL CR, ,1699.0,,,http://portal.helvex.com.mx/images/productos/H-1000.jpg,,,,ST,MXN,
 ,H-101,REG CHF NUVA CR, ,875.0,,,http://portal.helvex.com.mx/images/productos/H-101.jpg,,,,ST,MXN,
 ,H-101-ND,REGADERA CHORRO FIJO NUVA ND, ,967.0,,,http://portal.helvex.com.mx/images/productos/H-101-ND.jpg,,,,ST,MXN,
 ,H-101-S,REG CHF NUVA S, ,967.0,,,http://portal.helvex.com.mx/images/productos/H-101-S.jpg,,,,ST,MXN,
 ,H-101-SD,REG CHF NUVA SD, ,1017.0,,,http://portal.helvex.com.mx/images/productos/H-101-SD.jpg,,,,ST,MXN,
 ,H-102,REG CHF KONOS CR, ,489.0,,,http://portal.helvex.com.mx/images/productos/H-102.jpg,,,,ST,MXN,
 ,H-102-S,REG CHF KONOS S, ,561.0,,,http://portal.helvex.com.mx/images/productos/H-102-S.jpg,,,,ST,MXN,
 ,H-104,REG DOBLE BR Y CHAP CHF CR, ,1915.0,,,http://portal.helvex.com.mx/images/productos/H-104.jpg,,,,ST,MXN,
 ,H-104-S,REG DOBLE BR Y CHAP CHF S, ,2207.0,,,http://portal.helvex.com.mx/images/productos/H-104-S.jpg,,,,ST,MXN,
 ,H-105,REG CHF ANTICAL CR, ,1433.0,,,http://portal.helvex.com.mx/images/productos/H-105.jpg,,,,ST,MXN,
 ,H-105-S,REG CHF ANTICAL S, ,1648.0,,,http://portal.helvex.com.mx/images/productos/H-105-S.jpg,,,,ST,MXN,
 ,H-106,REG CHF MAGNA DX CR, ,1061.0,,,http://portal.helvex.com.mx/images/productos/H-106.jpg,,,,ST,MXN,
 ,H-106-ND,REG CHF MAGNA DX ND, ,1282.0,,,http://portal.helvex.com.mx/images/productos/H-106-ND.jpg,,,,ST,MXN,
 ,H-106-S,REG CHF MAGNA DX S, ,1282.0,,,http://portal.helvex.com.mx/images/productos/H-106-S.jpg,,,,ST,MXN,
 ,H-13341G,MZC LAV TS GIRATCGANS MANIJA HOSPITAL CR, ,3294.0,,,http://portal.helvex.com.mx/images/productos/H-13341G.jpg,,,,ST,MXN,
 ,H-13341G-SD,MZC LAV TS GIRAT CGANS MAN HOSPITAL SD, ,3978.0,,,http://portal.helvex.com.mx/images/productos/H-13341G-SD.jpg,,,,ST,MXN,
 ,H-200,REG BR Y CHAP CHF CR, ,637.0,,,http://portal.helvex.com.mx/images/productos/H-200.jpg,,,,ST,MXN,
 ,H-200-S,REG BR Y CHAP OPTIMA S, ,732.0,,,http://portal.helvex.com.mx/images/productos/H-200-S.jpg,,,,ST,MXN,
 ,H-200-S/BCH,REG CHF 6L CR, ,399.0,,,http://portal.helvex.com.mx/images/productos/H-200-S/BCH.jpg,,,,ST,MXN,
 ,H-2000,REG CHORR REGUL CR, ,1373.0,,,http://portal.helvex.com.mx/images/productos/H-2000.jpg,,,,ST,MXN,
 ,H-201,REG BR Y CHAP CHF ANTICAL EXPLORA CR, ,739.0,,,http://portal.helvex.com.mx/images/productos/H-201.jpg,,,,ST,MXN,
 ,H-201-AAI,REG BR Y CHAP CHF ARSSEN ANTICAL AAI, ,814.0,,,http://portal.helvex.com.mx/images/productos/H-201-AAI.jpg,,,,ST,MXN,
 ,H-201-S/BCH,REG CHF ANTICAL EXPLORA CR, ,548.0,,,http://portal.helvex.com.mx/images/productos/H-201-S/BCH.jpg,,,,ST,MXN,
 ,H-201-SD,REG BR Y CHAP CHF ANTICAL EXPLORA SD, ,897.0,,,http://portal.helvex.com.mx/images/productos/H-201-SD.jpg,,,,ST,MXN,
 ,H-300,REG CHF CR, ,885.0,,,http://portal.helvex.com.mx/images/productos/H-300.jpg,,,,ST,MXN,
 ,H-3001,REG PLATO ANCHO 5" CHF CR, ,3297.0,,,http://portal.helvex.com.mx/images/productos/H-3001.jpg,,,,ST,MXN,
 ,H-3001-BAB,REG PLATO ANCHO 5" CHF BAB, ,3812.0,,,http://portal.helvex.com.mx/images/productos/H-3001-BAB.jpg,,,,ST,MXN,
 ,H-3001-CO,REG PLATO ANCHO 5" CHF CO, ,3907.0,,,http://portal.helvex.com.mx/images/productos/H-3001-CO.jpg,,,,ST,MXN,
 ,H-3001-S,REG PLATO ANCHO 5" CHF S, ,3812.0,,,http://portal.helvex.com.mx/images/productos/H-3001-S.jpg,,,,ST,MXN,
 ,H-3002,REG PLATO ANCHO 8" CHF ANTICAL KUBICA CR, ,4855.0,,,http://portal.helvex.com.mx/images/productos/H-3002.jpg,,,,ST,MXN,
 ,H-3002-S,REG PLATO ANCHO 8" CHF ANTICAL KUBICA S, ,5583.0,,,http://portal.helvex.com.mx/images/productos/H-3002-S.jpg,,,,ST,MXN,
 ,H-3002-SD,REG PLATO ANCHO 8" CHF ANTICAL KUBICA SD, ,5863.0,,,http://portal.helvex.com.mx/images/productos/H-3002-SD.jpg,,,,ST,MXN,
 ,H-3003,REG PLATO ANCHO 7" CHF ANTICAL CR, ,1397.0,,,http://portal.helvex.com.mx/images/productos/H-3003.jpg,,,,ST,MXN,
 ,H-3004,REG PLATO ANCHO 7" CHF ANTICAL CR, ,1397.0,,,http://portal.helvex.com.mx/images/productos/H-3004.jpg,,,,ST,MXN,
 ,H-3005,REG PLATO ANCHO8X5CHF ANTICAL PREMIER CR, ,2575.0,,,http://portal.helvex.com.mx/images/productos/H-3005.jpg,,,,ST,MXN,
 ,H-3005-S,REG PLATO ANCHO 8X5CHF ANTICAL PREMIER S, ,2963.0,,,http://portal.helvex.com.mx/images/productos/H-3005-S.jpg,,,,ST,MXN,
 ,H-3006,REG PLATO ANCHO 6" CHF ANTICAL KUBICA CR, ,3447.0,,,http://portal.helvex.com.mx/images/productos/H-3006.jpg,,,,ST,MXN,
 ,H-3006-ND,REG PLATO ANCHO 6? CHF ANTICAL KUBICA ND, ,3965.0,,,http://portal.helvex.com.mx/images/productos/H-3006-ND.jpg,,,,ST,MXN,
 ,H-3006-S,REG PLATO ANCHO 6" CHF ANTICAL KUBICA S, ,3965.0,,,http://portal.helvex.com.mx/images/productos/H-3006-S.jpg,,,,ST,MXN,
 ,H-3007,REG PLATO ANCHO 10" CHF ANTICAL CR, ,4737.0,,,http://portal.helvex.com.mx/images/productos/H-3007.jpg,,,,ST,MXN,
 ,H-3007-S,REG PLATO ANCHO 10" CHF ANTICAL S, ,5448.0,,,http://portal.helvex.com.mx/images/productos/H-3007-S.jpg,,,,ST,MXN,
 ,H-3008,REG.REDONDA 8 " CHORRO FIJO EXTRA PLANA, ,3493.0,,,http://portal.helvex.com.mx/images/productos/H-3008.jpg,,,,ST,MXN,
 ,H-3009,REG.CUADRADA 8" CHORRO FIJO EXTRA PLANA, ,3771.0,,,http://portal.helvex.com.mx/images/productos/H-3009.jpg,,,,ST,MXN,
 ,H-400,REG CHF ANTIQUA CR, ,1029.0,,,http://portal.helvex.com.mx/images/productos/H-400.jpg,,,,ST,MXN,
 ,H-500,REG CHF CR, ,770.0,,,http://portal.helvex.com.mx/images/productos/H-500.jpg,,,,ST,MXN,
 ,H-600,REG CHF ECON CR, ,637.0,,,http://portal.helvex.com.mx/images/productos/H-600.jpg,,,,ST,MXN,
 ,H-7150-CO,DESAUT TINA CREB CO, ,3212.0,,,http://portal.helvex.com.mx/images/productos/H-7150-CO.jpg,,,,ST,MXN,
 ,H-7190,CTRAPUSH TINA CREB CR, ,1570.0,,,http://portal.helvex.com.mx/images/productos/H-7190.jpg,,,,ST,MXN,
 ,H-800,REG CHF ELEGANCE CR, ,1009.0,,,http://portal.helvex.com.mx/images/productos/H-800.jpg,,,,ST,MXN,
 ,H-800-S/L,REG CHF ELEGANCE SL, ,1115.0,,,http://portal.helvex.com.mx/images/productos/H-800-S/L.jpg,,,,ST,MXN,
 ,H-8801,CTRACANASTA FREG AI, ,1110.0,,,http://portal.helvex.com.mx/images/productos/H-8801.jpg,,,,ST,MXN,
 ,H-900,REG BR Y CHAP NUVA CR, ,1323.0,,,http://portal.helvex.com.mx/images/productos/H-900.jpg,,,,ST,MXN,
 ,H-900-ND,REGADERA BRAZO Y CHAPETON NUVA ECOL ND, ,1456.0,,,http://portal.helvex.com.mx/images/productos/H-900-ND.jpg,,,,ST,MXN,
 ,H-900-S,REG BR Y CHAP NUVA S, ,1456.0,,,http://portal.helvex.com.mx/images/productos/H-900-S.jpg,,,,ST,MXN,
 ,H-900-S-PVD,REG BR Y CHAP ECOL NUVA SD, ,1378.0,,,http://portal.helvex.com.mx/images/productos/H-900-S-PVD.jpg,,,,ST,MXN,
 ,H-904,REG BR Y CHAP VERTIKA CR, ,1794.0,,,http://portal.helvex.com.mx/images/productos/H-904.jpg,,,,ST,MXN,
 ,H-904-S,REG BR Y CHAP VERTIKA S, ,2062.0,,,http://portal.helvex.com.mx/images/productos/H-904-S.jpg,,,,ST,MXN,
 ,H100-6,REG CHF 6L CR, ,1088.0,,,http://portal.helvex.com.mx/images/productos/H100-6.jpg,,,,ST,MXN,
 ,H13341G-1.9,MZC LAV TS GIRATCGANS MANIJA HOSP 1.9LCR, ,3294.0,,,http://portal.helvex.com.mx/images/productos/H13341G-1.9.jpg,,,,ST,MXN,
 ,H200-6,REG BR Y CHAP CHF ECOL 6L CR, ,637.0,,,http://portal.helvex.com.mx/images/productos/H200-6.jpg,,,,ST,MXN,
 ,H201-6,REG BR Y CHAP CHF ANTICAL 6L EXPLORA CR, ,739.0,,,http://portal.helvex.com.mx/images/productos/H201-6.jpg,,,,ST,MXN,
 ,H201-SBCH-8L,REG CHF ANTICAL 8L EXPLORA CR, ,548.0,,,http://portal.helvex.com.mx/images/productos/H201-SBCH-8L.jpg,,,,ST,MXN,
 ,H3003-8,REG PLATO ANCHO 7? CHF ANTICAL 8L CR, ,1397.0,,,http://portal.helvex.com.mx/images/productos/H3003-8.jpg,,,,ST,MXN,
 ,H3003-8.3,REG PLATO ANCHO 7" CHF MAX 8.3L CR, ,1397.0,,,http://portal.helvex.com.mx/images/productos/H3003-8.3.jpg,,,,ST,MXN,
 ,H3005-6,REGPLATOANCHO8X5 CHF ANTICAL PREMIER6LCR, ,2575.0,,,http://portal.helvex.com.mx/images/productos/H3005-6.jpg,,,,ST,MXN,
 ,H3005S-8,REG PLAN ANCHO8X5CHF ANTICAL PREMIER 8LS, ,2963.0,,,http://portal.helvex.com.mx/images/productos/H3005S-8.jpg,,,,ST,MXN,
 ,H3006-6,REGPLATOANCHO 6? CHF ANTICAL KUBICA 6LCR, ,3447.0,,,http://portal.helvex.com.mx/images/productos/H3006-6.jpg,,,,ST,MXN,
 ,H500-6,REG CHF 6L CR, ,770.0,,,http://portal.helvex.com.mx/images/productos/H500-6.jpg,,,,ST,MXN,
 ,H500-8,REG CHF 8L CR, ,770.0,,,http://portal.helvex.com.mx/images/productos/H500-8.jpg,,,,ST,MXN,
 ,H8801-25CM,CTRA CANASTAFREG 25 CM AI, ,1197.0,,,http://portal.helvex.com.mx/images/productos/H8801-25CM.jpg,,,,ST,MXN,
 ,H904-8.3,REG BR Y CHAP MAX8.3L ECOL VERTIKA CR, ,1794.0,,,http://portal.helvex.com.mx/images/productos/H904-8.3.jpg,,,,ST,MXN,
 ,HM-14,MZC LAV TJ CTRAREJ ANTARES CR, ,2354.0,,,http://portal.helvex.com.mx/images/productos/HM-14.jpg,,,,ST,MXN,
 ,HM-15,MZC LAV TJ DESAUT ALBATROS CR, ,2651.0,,,http://portal.helvex.com.mx/images/productos/HM-15.jpg,,,,ST,MXN,
 ,HM-16,MZC LAV TJ DESAUT ANTEA CR, ,2468.0,,,http://portal.helvex.com.mx/images/productos/HM-16.jpg,,,,ST,MXN,
 ,HM-17,MZC LAV TJ CTRAREJ ALBATROS CR, ,2347.0,,,http://portal.helvex.com.mx/images/productos/HM-17.jpg,,,,ST,MXN,
 ,HM-18,MZC LAV TJ CTRAREJ ANTEA CR, ,2246.0,,,http://portal.helvex.com.mx/images/productos/HM-18.jpg,,,,ST,MXN,
 ,HM-20,MZC LAV TJ DESAUT ACAYA CR, ,2468.0,,,http://portal.helvex.com.mx/images/productos/HM-20.jpg,,,,ST,MXN,
 ,HM-21,MZC LAV TJ CTRAREJ ATICA CR, ,2354.0,,,http://portal.helvex.com.mx/images/productos/HM-21.jpg,,,,ST,MXN,
 ,HM-22,MZC LAV TJ CTRAREJ ACAYA CR, ,2246.0,,,http://portal.helvex.com.mx/images/productos/HM-22.jpg,,,,ST,MXN,
 ,HM-37,MZC FREG ALBATROS CR, ,2393.0,,,http://portal.helvex.com.mx/images/productos/HM-37.jpg,,,,ST,MXN,
 ,HM-38,MZC FREG FLAMINGO CR, ,2393.0,,,http://portal.helvex.com.mx/images/productos/HM-38.jpg,,,,ST,MXN,
 ,HM-39,MZC FREG ANTARES CR, ,2383.0,,,http://portal.helvex.com.mx/images/productos/HM-39.jpg,,,,ST,MXN,
 ,HM17-8.3,MZC LAV TJ CTRAREJ MAX 8.3L ALBATROS CR, ,2347.0,,,http://portal.helvex.com.mx/images/productos/HM17-8.3.jpg,,,,ST,MXN,
 ,HM37-8.3,MZC FREG MAX 8.3L ALBATROS CR, ,2393.0,,,http://portal.helvex.com.mx/images/productos/HM37-8.3.jpg,,,,ST,MXN,
 ,HM37-LOG1,MZC FREG LOG ALBATROS CR, ,2451.0,,,http://portal.helvex.com.mx/images/productos/HM37-LOG1.jpg,,,,ST,MXN,
 ,HM37CG10-ATICA,MZC FREG ATICA CR, ,2282.0,,,http://portal.helvex.com.mx/images/productos/HM37CG10-ATICA.jpg,,,,ST,MXN,
 ,HM38-LOG1,MZC FREG LOG FLAMINGO CR, ,2451.0,,,http://portal.helvex.com.mx/images/productos/HM38-LOG1.jpg,,,,ST,MXN,
 ,HOT-105,TOALL BARRA EXPLORA CR, ,1112.0,,,http://portal.helvex.com.mx/images/productos/HOT-105.jpg,,,,ST,MXN,
 ,HOT-106,GANCHO SENC EXPLORA CR, ,374.0,,,http://portal.helvex.com.mx/images/productos/HOT-106.jpg,,,,ST,MXN,
 ,HOT-107,CEP EXPLORA CR, ,542.0,,,http://portal.helvex.com.mx/images/productos/HOT-107.jpg,,,,ST,MXN,
 ,HOT-108,JAB SENC EXPLORA CR, ,542.0,,,http://portal.helvex.com.mx/images/productos/HOT-108.jpg,,,,ST,MXN,
 ,HOT-109,TOALL SENC EXPLORA CR, ,739.0,,,http://portal.helvex.com.mx/images/productos/HOT-109.jpg,,,,ST,MXN,
 ,HOT-117,PORTAPAPEL SENC EXPLORA CR, ,709.0,,,http://portal.helvex.com.mx/images/productos/HOT-117.jpg,,,,ST,MXN,
 ,IG-20,INTERCEPT GRASA P18 ACR, ,9094.0,,,http://portal.helvex.com.mx/images/productos/IG-20.jpg,,,,ST,MXN,
 ,IG-20-PTM,INTERCEPT GRASA P18KG POLIETILENO TACERO, ,7262.0,,,http://portal.helvex.com.mx/images/productos/IG-20-PTM.jpg,,,,ST,MXN,
 ,IG-40,INTERCEPT GRASA P36K ACR, ,14675.0,,,http://portal.helvex.com.mx/images/productos/IG-40.jpg,,,,ST,MXN,
 ,KAP1-AI,KIT ACT PMON REG E71 E72 SCPO INNOVEX AI, ,3052.0,,,http://portal.helvex.com.mx/images/productos/KAP1-AI.jpg,,,,ST,MXN,
 ,KAP3-AI,KIT ACTUALIZACION P MBP CICLICO SDESV AI, ,2698.0,,,http://portal.helvex.com.mx/images/productos/KAP3-AI.jpg,,,,ST,MXN,
 ,KE-2,KIT SAL LAV TS DESAUT ELEGANCE CR, ,2355.0,,,http://portal.helvex.com.mx/images/productos/KE-2.jpg,,,,ST,MXN,
 ,KE-2001,KIT SAL LAV TS DESAUT ELEGANCE CR, ,3710.0,,,http://portal.helvex.com.mx/images/productos/KE-2001.jpg,,,,ST,MXN,
 ,KE-3,KIT ENS2 E3 CR, ,4610.0,,,http://portal.helvex.com.mx/images/productos/KE-3.jpg,,,,ST,MXN,
 ,KE-4,KIT SAL LAV CTRA CIEGA EUROPEA CR, ,2210.0,,,http://portal.helvex.com.mx/images/productos/KE-4.jpg,,,,ST,MXN,
 ,KE-5,KIT SAL LAV TS CTRA CIEGA ELITE CR, ,1885.0,,,http://portal.helvex.com.mx/images/productos/KE-5.jpg,,,,ST,MXN,
 ,KE-6,KIT SAL LAV TS DESAUT EUROPEA CR, ,3044.0,,,http://portal.helvex.com.mx/images/productos/KE-6.jpg,,,,ST,MXN,
 ,KE-6-L,KIT SAL LAV TS DESAUT EUROPEA L, ,2306.0,,,http://portal.helvex.com.mx/images/productos/KE-6-L.jpg,,,,ST,MXN,
 ,KE-7,KIT SAL LAV TS DESAUT TREVI CR, ,3582.0,,,http://portal.helvex.com.mx/images/productos/KE-7.jpg,,,,ST,MXN,
 ,KE-80,KIT SAL LAV DESAUT ANTIQUA CR, ,2430.0,,,http://portal.helvex.com.mx/images/productos/KE-80.jpg,,,,ST,MXN,
 ,KE-9,KIT SAL LAV DESAUT ANTIQUA CENTENARIO CR, ,4610.0,,,http://portal.helvex.com.mx/images/productos/KE-9.jpg,,,,ST,MXN,
 ,KE-9-S/L,KIT SAL LAV DESAUT ANTIQUA CENTENARIO SL, ,5142.0,,,http://portal.helvex.com.mx/images/productos/KE-9-S/L.jpg,,,,ST,MXN,
 ,M-01-BAB,MZC LAV TJ DESAUT OASIS BAB, ,4121.0,,,http://portal.helvex.com.mx/images/productos/M-01-BAB.jpg,,,,ST,MXN,
 ,M-03,MZC LAV TJ DESAUT ELEGANCE CR, ,3863.0,,,http://portal.helvex.com.mx/images/productos/M-03.jpg,,,,ST,MXN,
 ,M-03-S/L,MZC LAV TJ DESAUT ELEGANCE SL, ,4253.0,,,http://portal.helvex.com.mx/images/productos/M-03-S/L.jpg,,,,ST,MXN,
 ,M-1000,MZC LAV TS DESAUT VERTIKA CR, ,6584.0,,,http://portal.helvex.com.mx/images/productos/M-1000.jpg,,,,ST,MXN,
 ,M-1000-S,MZC LAV TS DESAUT VERTIKA S, ,7571.0,,,http://portal.helvex.com.mx/images/productos/M-1000-S.jpg,,,,ST,MXN,
 ,M-1001,MZC LAV TS PUSH ACUEDUCTO CR, ,7319.0,,,http://portal.helvex.com.mx/images/productos/M-1001.jpg,,,,ST,MXN,
 ,M-1001-S,MZC LAV TS PUSH ACUEDUCTO S, ,8420.0,,,http://portal.helvex.com.mx/images/productos/M-1001-S.jpg,,,,ST,MXN,
 ,M-1002,MZC LAV TS CON LUZ PUSH AUSTRAL CR, ,8784.0,,,http://portal.helvex.com.mx/images/productos/M-1002.jpg,,,,ST,MXN,
 ,M-1003-S,MZC LAV TS CONTRA PUSH SPIRA S, ,7418.0,,,http://portal.helvex.com.mx/images/productos/M-1003-S.jpg,,,,ST,MXN,
 ,M-1004,MZC LAV TS CTRAPUSH KONOS CR, ,5034.0,,,http://portal.helvex.com.mx/images/productos/M-1004.jpg,,,,ST,MXN,
 ,M-1005,MZC LAV TS CTRAPUSH CLASICA CR, ,3531.0,,,http://portal.helvex.com.mx/images/productos/M-1005.jpg,,,,ST,MXN,
 ,M-1006,MZC LAV TS PUSH NAUTILIA CR, ,5300.1,,,http://portal.helvex.com.mx/images/productos/M-1006.jpg,,,,ST,MXN,
 ,M-1007,MZC LAV TS MAN PALANCA CTRAPUSH BENNU CR, ,883.0,,,http://portal.helvex.com.mx/images/productos/M-1007.jpg,,,,ST,MXN,
 ,M01-TH061,MZC LAV TJ DESAUT SREB OASIS CR, ,4014.0,,,http://portal.helvex.com.mx/images/productos/M01-TH061.jpg,,,,ST,MXN,
 ,M03-1.9,MZC LAV TJ DESAUT ELEGANCE CR 1.9, ,3863.0,,,http://portal.helvex.com.mx/images/productos/M03-1.9.jpg,,,,ST,MXN,
 ,M03-8.3,MZC LAV TJ DESAUT MAX 8.3L ELEGANCE CR, ,4217.0,,,http://portal.helvex.com.mx/images/productos/M03-8.3.jpg,,,,ST,MXN,
 ,MB-021,VALV MZC TERMOST 520, ,2527.0,,,http://portal.helvex.com.mx/images/productos/MB-021.jpg,,,,ST,MXN,
 ,MB-1011,SECADOR D MANOS C BOTON ACCIONADOR B, ,3561.0,,,http://portal.helvex.com.mx/images/productos/MB-1011.jpg,,,,ST,MXN,
 ,MB-1012,SECADOR D MANOS C SENSOR TURBO ELEC B, ,5441.0,,,http://portal.helvex.com.mx/images/productos/MB-1012.jpg,,,,ST,MXN,
 ,MB-1012-AI,SECADOR D MANOS C SENSOR TURBO ELEC AI, ,6734.0,,,http://portal.helvex.com.mx/images/productos/MB-1012-AI.jpg,,,,ST,MXN,
 ,MB-1100,DOSIF JABON LIQUIDO ELEC BAT ALUMINIO AL, ,2573.0,,,http://portal.helvex.com.mx/images/productos/MB-1100.jpg,,,,ST,MXN,
 ,MB-1101,DOSIF JABON ESPUMA ELECT BAT, ,3015.0,,,http://portal.helvex.com.mx/images/productos/MB-1101.jpg,,,,ST,MXN,
 ,MB-1423,COLUMNA REGMAN ALTDES MZC TERMOST EXP CR, ,8798.0,,,http://portal.helvex.com.mx/images/productos/MB-1423.jpg,,,,ST,MXN,
 ,MB-1445,MON TERMOST EXP REG FIJA Y REGMAN CR, ,27454.0,,,http://portal.helvex.com.mx/images/productos/MB-1445.jpg,,,,ST,MXN,
 ,MB-1480,COLUMNA DE DUCHA REGMAN EXP CR, ,6254.0,,,http://portal.helvex.com.mx/images/productos/MB-1480.jpg,,,,ST,MXN,
 ,ME-2004,MZC LAV DESAUT CREB IGUAZU CR, ,2728.0,,,http://portal.helvex.com.mx/images/productos/ME-2004.jpg,,,,ST,MXN,
 ,ME-2009,MZC LAV DESAUT CREB CIBELES CR, ,3117.0,,,http://portal.helvex.com.mx/images/productos/ME-2009.jpg,,,,ST,MXN,
 ,ME-2121,MZC LAV CTRAREJ CREB ELITE DX CR, ,3039.0,,,http://portal.helvex.com.mx/images/productos/ME-2121.jpg,,,,ST,MXN,
 ,ME-2122,MZC LAV CTRAREJ CREB EUROPEA DX CR, ,3761.0,,,http://portal.helvex.com.mx/images/productos/ME-2122.jpg,,,,ST,MXN,
 ,ME-302,MZC FREG CR, ,2848.0,,,http://portal.helvex.com.mx/images/productos/ME-302.jpg,,,,ST,MXN,
 ,ME-303,MZC FREG RETRACT MAGNETIC 2CH PREMIER CR, ,4405.0,,,http://portal.helvex.com.mx/images/productos/ME-303.jpg,,,,ST,MXN,
 ,ME-5,MZC LAV CTRAREJ CREB ELITE CR, ,2671.0,,,http://portal.helvex.com.mx/images/productos/ME-5.jpg,,,,ST,MXN,
 ,ME-6,MZC LAV DESAUT CREB EUROPEA CR, ,3949.0,,,http://portal.helvex.com.mx/images/productos/ME-6.jpg,,,,ST,MXN,
 ,ME2004-SH265,MZC LAV DESAUT CREB IGUAZU V2 CR, ,2804.0,,,http://portal.helvex.com.mx/images/productos/ME2004-SH265.jpg,,,,ST,MXN,
 ,ME2009-SH265,MZC LAV DESAUT CREB CIBELES VALVEX II CR, ,3156.0,,,http://portal.helvex.com.mx/images/productos/ME2009-SH265.jpg,,,,ST,MXN,
 ,ME2121-1.9,MZC LAV CTRAREJ CREB ELITE CR 1.9, ,3039.0,,,http://portal.helvex.com.mx/images/productos/ME2121-1.9.jpg,,,,ST,MXN,
 ,ME2122-1.9,MZC LAV DESAUT CREB EUROPEA CR 1.9, ,3761.0,,,http://portal.helvex.com.mx/images/productos/ME2122-1.9.jpg,,,,ST,MXN,
 ,ME302-H13341G,MZC FREG TS CON MAN PALANCA CR, ,3249.0,,,http://portal.helvex.com.mx/images/productos/ME302-H13341G.jpg,,,,ST,MXN,
 ,ME6-C14,MZC LAV DESAUT CREB EUROPEA MAN CAPRI CR, ,3949.0,,,http://portal.helvex.com.mx/images/productos/ME6-C14.jpg,,,,ST,MXN,
 ,ME6-C37,MZCLAV DESAUT CREB EUROPEA MAN ANTIQUACR, ,4416.0,,,http://portal.helvex.com.mx/images/productos/ME6-C37.jpg,,,,ST,MXN,
 ,ME6-V,MZC LAV DESAUT CREB EUROPEO CVALVEX V CR, ,4118.0,,,http://portal.helvex.com.mx/images/productos/ME6-V.jpg,,,,ST,MXN,
 ,MI-01-S/C,MZC LAV TJ INTEGRAL SCTRA ELITE CR, ,1631.0,,,http://portal.helvex.com.mx/images/productos/MI-01-S/C.jpg,,,,ST,MXN,
 ,MI-02-S/C,MZC LAV TJ SCTRA PRIMMA CR, ,1507.0,,,http://portal.helvex.com.mx/images/productos/MI-02-S/C.jpg,,,,ST,MXN,
 ,MI01-S/C-1.9,MZC LAV TJ INTEGRAL SCTRA ELITE CR 1.9, ,1631.0,,,http://portal.helvex.com.mx/images/productos/MI01-S/C-1.9.jpg,,,,ST,MXN,
 ,MI01S/C-8.3,MZC LAV TJ INTEGRAL SCTRA 8.3L ELITE CR, ,1696.0,,,http://portal.helvex.com.mx/images/productos/MI01S/C-8.3.jpg,,,,ST,MXN,
 ,MI02-S/C-1.9,MZC LAV TJ SCTRA PRIMMA CR 1.9, ,1507.0,,,http://portal.helvex.com.mx/images/productos/MI02-S/C-1.9.jpg,,,,ST,MXN,
 ,MR-1001,MZC EMP INDIV REG VERTIKA CR, ,1676.0,,,http://portal.helvex.com.mx/images/productos/MR-1001.jpg,,,,ST,MXN,
 ,MR-1001-S,MZC EMP INDIV REG VERTIKA S, ,1928.0,,,http://portal.helvex.com.mx/images/productos/MR-1001-S.jpg,,,,ST,MXN,
 ,MR-1002,MZC EMP DBL REG VERTIKA CR, ,2097.0,,,http://portal.helvex.com.mx/images/productos/MR-1002.jpg,,,,ST,MXN,
 ,MR-1002-S,MZC EMP DBL REG VERTIKA S, ,2412.0,,,http://portal.helvex.com.mx/images/productos/MR-1002-S.jpg,,,,ST,MXN,
 ,MR-1005,MZC EMP IND REG CLASICA CR, ,1119.0,,,http://portal.helvex.com.mx/images/productos/MR-1005.jpg,,,,ST,MXN,
 ,PB-30,SOPORTE PORTA BOCINA CR, ,640.0,,,http://portal.helvex.com.mx/images/productos/PB-30.jpg,,,,ST,MXN,
 ,REJ-01,JAB D REJ RECT CR, ,907.0,,,http://portal.helvex.com.mx/images/productos/REJ-01.jpg,,,,ST,MXN,
 ,REJ-01-AI,JAB D REJ RECT INNOVEX AI, ,660.0,,,http://portal.helvex.com.mx/images/productos/REJ-01-AI.jpg,,,,ST,MXN,
 ,REJ-02,REPISA D REJ ESQUINERA CR, ,1100.0,,,http://portal.helvex.com.mx/images/productos/REJ-02.jpg,,,,ST,MXN,
 ,REJ-02-AI,REPISA D REJ ESQUINERA INNOVEX AI, ,777.0,,,http://portal.helvex.com.mx/images/productos/REJ-02-AI.jpg,,,,ST,MXN,
 ,REJ-02-S,REPISA D REJ ESQUINERA S, ,1267.0,,,http://portal.helvex.com.mx/images/productos/REJ-02-S.jpg,,,,ST,MXN,
 ,REJ-03,REPISA D REJ SEMICIRCULAR DBL CR, ,2630.0,,,http://portal.helvex.com.mx/images/productos/REJ-03.jpg,,,,ST,MXN,
 ,REJ-04,REPISA D REJ RECT DBL CR, ,3290.0,,,http://portal.helvex.com.mx/images/productos/REJ-04.jpg,,,,ST,MXN,
 ,REJ-05,REPISA D REJ ESQUINERA DBL CR, ,3662.0,,,http://portal.helvex.com.mx/images/productos/REJ-05.jpg,,,,ST,MXN,
 ,RM-10,REGMAN CHF CDESV ELEGANCE CR, ,3675.0,,,http://portal.helvex.com.mx/images/productos/RM-10.jpg,,,,ST,MXN,
